日期,国家,确诊人数,治愈人数,死亡人数,新增确诊,新增死亡,现有确诊
5月27日,韩国,11225,10275,269,19,2,950
5月28日,韩国,11265,10295,269,40,0,970
5月29日,韩国,11344,10340,269,79,0,1004
5月30日,韩国,11402,10363,269,58,0,1039
5月31日,韩国,11441,10398,269,39,0,1043
6月1日,韩国,11468,10405,270,27,1,1063
6月2日,韩国,11503,10422,271,35,1,1081
6月3日,韩国,11541,10446,272,38,1,1095
6月4日,韩国,11590,10467,273,49,1,1123
6月5日,韩国,11629,10499,273,39,0,1130
6月6日,韩国,11668,10506,273,39,0,1162
6月7日,韩国,11719,10531,273,51,0,1188
6月8日,韩国,11776,10552,273,57,0,1224
6月9日,韩国,11814,10563,273,38,0,1251
6月10日,韩国,11852,10589,274,38,1,1263
6月11日,韩国,11902,10611,276,50,2,1291
6月12日,韩国,11947,10654,276,45,0,1293
6月13日,韩国,12003,10669,277,56,1,1334
6月14日,韩国,12051,10691,277,48,0,1360
6月15日,韩国,12085,10718,277,34,0,1367
6月16日,韩国,12121,10730,277,36,0,1391
6月17日,韩国,12155,10760,278,34,1,1395
6月18日,韩国,12198,10774,279,43,1,1424
6月19日,韩国,12257,10800,280,59,1,1457
6月20日,韩国,12306,10835,280,49,0,1471
6月21日,韩国,12373,10856,280,67,0,1517
6月22日,韩国,12421,10868,280,48,0,1553
6月23日,韩国,0,0,0,0,0,0
6月24日,韩国,0,0,0,0,0,0
6月25日,韩国,0,0,0,0,0,0
6月26日,韩国,0,0,0,0,0,0
6月27日,韩国,,,,,,
6月28日,韩国,,,,,,
6月29日,韩国,,,,,,
6月30日,韩国,,,,,,
2月1日,智利,,,,,,0
2月2日,智利,,,,,,0
2月3日,智利,,,,,,0
2月4日,智利,,,,,,0
2月5日,智利,,,,,,0
2月6日,智利,,,,,,0
2月7日,智利,,,,,,0
2月8日,智利,,,,,,0
2月9日,智利,,,,,,0
2月10日,智利,,,,,,0
2月11日,智利,,,,,,0
2月12日,智利,,,,,,0
2月13日,智利,,,,,,0
2月14日,智利,,,,,,0
2月15日,智利,,,,,,0
2月16日,智利,,,,,,0
2月17日,智利,,,,,,0
2月18日,智利,,,,,,0
2月19日,智利,,,,,,0
2月20日,智利,,,,,,0
2月21日,智利,,,,,,0
2月22日,智利,,,,,,0
2月23日,智利,,,,,,0
2月24日,智利,,,,,,0
2月25日,智利,,,,,,0
2月26日,智利,,,,,,0
2月27日,智利,,,,,,0
2月28日,智利,,,,,,0
2月29日,智利,,,,,,0
3月1日,智利,,,,,,0
3月2日,智利,,,,,,0
3月3日,智利,,,,,,0
3月4日,智利,,,,,,0
3月5日,智利,,,,,,0
3月6日,智利,,,,,,0
3月7日,智利,5,,,1,,5
3月8日,智利,5,,,0,,5
3月9日,智利,10,,,5,,10
3月10日,智利,13,,,3,,13
3月11日,智利,17,,,4,,17
3月12日,智利,23,,,6,,23
3月13日,智利,33,,,10,,33
3月14日,智利,43,,,10,,43
3月15日,智利,61,,,18,,61
3月16日,智利,75,,,14,,75
3月17日,智利,156,,,81,,156
3月18日,智利,201,,,45,,201
3月19日,智利,238,,,37,,238
3月20日,智利,342,,,104,,342
3月21日,智利,434,6,,92,,428
3月22日,智利,537,8,1,103,1,529
3月23日,智利,632,8,1,95,0,624
3月24日,智利,746,11,2,114,1,735
3月25日,智利,922,17,2,176,0,905
3月26日,智利,1142,22,3,220,1,1120
3月27日,智利,1306,22,4,164,1,1284
3月28日,智利,1610,43,5,304,1,1567
3月29日,智利,1909,61,6,299,1,1848
3月30日,智利,2139,75,7,230,1,2064
3月31日,智利,2449,156,8,310,1,2293
4月1日,智利,2738,156,12,289,4,2582
4月2日,智利,3031,234,16,293,4,2797
4月3日,智利,3404,335,18,373,2,3069
4月4日,智利,3737,427,22,333,4,3310
4月5日,智利,4161,528,27,424,5,3633
4月6日,智利,4471,618,34,310,7,3853
4月7日,智利,4815,728,37,344,3,4087
4月8日,智利,5116,898,43,301,6,4218
4月9日,智利,5546,1115,48,430,5,4431
4月10日,智利,5972,1274,57,426,9,4698
4月11日,智利,6501,1571,65,529,8,4930
4月12日,智利,6927,1864,73,426,8,5063
4月13日,智利,7213,2059,80,286,7,5154
4月14日,智利,7525,2367,82,312,2,5158
4月15日,智利,7917,2646,92,392,10,5271
4月16日,智利,8273,2937,94,356,2,5336
4月17日,智利,8807,3299,105,534,11,5508
4月18日,智利,9252,3621,116,445,11,5631
4月19日,智利,9730,4035,126,478,10,5695
4月20日,智利,10088,4338,133,358,7,5750
4月21日,智利,10507,4676,139,419,6,5831
4月22日,智利,10832,4969,147,325,8,5863
4月23日,智利,11296,5386,160,464,13,5910
4月24日,智利,11812,5804,168,516,8,6008
4月25日,智利,12306,6327,174,494,6,5979
4月26日,智利,12858,6746,181,552,7,6112
4月27日,智利,13331,7024,189,473,8,6307
4月28日,智利,13813,7327,198,482,9,6486
4月29日,智利,14365,7710,207,552,9,6655
4月30日,智利,14885,8057,216,520,9,6828
5月1日,智利,16023,8580,227,1138,11,7443
5月2日,智利,17008,9018,234,985,7,7990
5月3日,智利,18435,9572,247,1427,13,8863
5月4日,智利,19663,10041,260,1228,13,9622
5月5日,智利,20643,10415,270,980,10,10228
5月6日,智利,22016,10710,275,1373,5,11306
5月7日,智利,23048,11189,281,1032,6,11859
5月8日,智利,24581,11664,285,1533,4,12917
5月9日,智利,25972,12160,294,1391,9,13812
5月10日,智利,27219,12667,304,1247,10,14552
5月11日,智利,28866,13112,312,1647,8,15754
5月12日,智利,30063,13605,323,1197,11,16458
5月13日,智利,31721,14125,335,1658,12,17596
5月14日,智利,34381,14865,346,2660,11,19516
5月15日,智利,37040,15655,368,2659,22,21385
5月16日,智利,39542,16614,394,2502,26,22928
5月17日,智利,41428,18014,421,1886,27,23414
5月18日,智利,43781,19213,450,2353,29,24568
5月19日,智利,46059,20165,478,2278,28,25894
5月20日,智利,49579,21507,509,3520,31,28072
5月21日,智利,53617,22504,544,4038,35,31113
5月22日,智利,57581,23992,589,3964,45,33589
5月23日,智利,61857,25342,630,4276,41,36515
5月24日,智利,65393,26546,673,3536,43,38847
5月25日,智利,69102,28148,718,3709,45,40954
5月26日,智利,73997,29302,761,4895,43,44695
5月27日,智利,77961,30915,806,3964,45,47046
5月28日,智利,82289,33540,841,4328,35,48749
5月29日,智利,86943,36150,890,4654,49,50793
5月30日,智利,90638,38598,944,3695,54,52040
5月31日,智利,94858,40431,997,4220,53,54427
6月1日,智利,99688,42727,1054,4830,57,56961
6月2日,智利,105159,44946,1113,5471,59,60213
6月3日,智利,108686,44946,1188,3527,75,63740
6月4日,智利,113628,86173,1275,4942,87,27455
6月5日,智利,118292,90748,1356,4664,81,27544
6月6日,智利,122499,95631,1448,4207,92,26868
6月7日,智利,127745,95631,1541,5246,93,32114
6月8日,智利,134150,95631,2190,6405,649,38519
6月9日,智利,138846,95631,2264,4696,74,43215
6月10日,智利,142759,95631,2283,3913,19,47128
6月11日,智利,148496,95631,2475,5737,192,52865
6月12日,智利,154092,126444,2648,5596,173,27648
6月13日,智利,160846,131358,2870,6754,222,29488
6月14日,智利,167355,137296,3101,6509,231,30059
6月15日,智利,174293,143704,3323,6938,222,30589
6月16日,智利,179436,148792,3362,5143,39,30644
6月17日,智利,184449,156232,3383,5013,21,28217
6月18日,智利,184449,156232,3615,0,232,28217
6月19日,智利,225103,186441,3841,40654,226,38662
6月20日,智利,231393,191491,4093,6290,252,39902
6月21日,智利,236748,196609,4295,5355,202,40139
6月22日,智利,242355,200569,4479,5607,184,41786
6月23日,智利,0,0,0,0,0,0
6月24日,智利,0,0,0,0,0,0
6月25日,智利,0,0,0,0,0,0
6月26日,智利,0,0,0,0,0,0
6月27日,智利,,,,,,
6月28日,智利,,,,,,
6月29日,智利,,,,,,
6月30日,智利,,,,,,
2月1日,日本,17,,0,,0,17
2月2日,日本,20,,0,3,0,20
2月3日,日本,20,,0,0,0,20
2月4日,日本,20,,0,0,0,20
2月5日,日本,33,,0,13,0,33
2月6日,日本,25,,0,-8,0,25
2月7日,日本,25,,0,0,0,25
2月8日,日本,25,,0,0,0,25
2月9日,日本,26,,0,1,0,26
2月10日,日本,26,,0,0,0,26
2月11日,日本,26,,0,0,0,26
2月12日,日本,28,,0,2,0,28
2月13日,日本,29,,0,1,0,29
2月14日,日本,33,,1,4,1,33
2月15日,日本,41,,1,8,0,41
2月16日,日本,53,,1,12,0,53
2月17日,日本,59,,1,6,0,59
2月18日,日本,65,,1,6,0,65
2月19日,日本,73,,1,8,0,73
2月20日,日本,85,,1,12,0,85
2月21日,日本,93,,1,8,0,93
2月22日,日本,105,,1,12,0,105
2月23日,日本,132,,1,27,0,132
2月24日,日本,144,,1,12,0,144
2月25日,日本,157,,1,13,0,157
2月26日,日本,164,,1,7,0,164
2月27日,日本,186,,3,22,2,186
2月28日,日本,210,,4,24,1,210
2月29日,日本,230,,5,20,1,230
3月1日,日本,239,,5,9,0,239
3月2日,日本,254,,6,15,1,254
3月3日,日本,268,,6,14,0,268
3月4日,日本,284,,6,16,0,284
3月5日,日本,317,,6,33,0,317
3月6日,日本,349,,6,32,0,349
3月7日,日本,420,46,6,71,0,374
3月8日,日本,461,76,6,41,0,385
3月9日,日本,502,76,7,41,1,426
3月10日,日本,530,101,9,28,2,429
3月11日,日本,587,102,10,57,1,485
3月12日,日本,639,118,15,52,5,521
3月13日,日本,691,118,19,52,4,573
3月14日,日本,701,118,19,10,0,583
3月15日,日本,804,144,22,103,3,660
3月16日,日本,839,144,24,35,2,695
3月17日,日本,895,144,27,56,3,751
3月18日,日本,878,144,29,-17,2,734
3月19日,日本,899,144,29,21,0,755
3月20日,日本,943,191,33,44,4,752
3月21日,日本,963,215,35,20,2,748
3月22日,日本,1054,215,36,91,1,839
3月23日,日本,1086,235,36,32,0,851
3月24日,日本,1128,235,42,42,6,893
3月25日,日本,1193,285,43,65,1,908
3月26日,日本,1307,310,45,114,2,997
3月27日,日本,1399,359,47,92,2,1040
3月28日,日本,1468,372,49,69,2,1096
3月29日,日本,1693,404,52,225,3,1289
3月30日,日本,1866,424,54,173,2,1442
3月31日,日本,1866,424,54,0,0,1442
4月1日,日本,1953,424,56,87,2,1529
4月2日,日本,2178,472,57,225,1,1706
4月3日,日本,2384,472,57,206,0,1912
4月4日,日本,2617,514,63,233,6,2103
4月5日,日本,2935,514,69,318,6,2421
4月6日,日本,3139,514,77,204,8,2625
4月7日,日本,3654,575,85,515,8,3079
4月8日,日本,3906,592,92,252,7,3314
4月9日,日本,4257,622,93,351,1,3635
4月10日,日本,4667,632,94,410,1,4035
4月11日,日本,5530,685,99,863,5,4845
4月12日,日本,6005,762,99,475,0,5243
4月13日,日本,6748,762,108,743,9,5986
4月14日,日本,7370,784,123,622,15,6586
4月15日,日本,7645,799,143,275,20,6846
4月16日,日本,8100,853,146,455,3,7247
4月17日,日本,8626,901,178,526,32,7725
4月18日,日本,9167,935,190,541,12,8232
4月19日,日本,9795,1069,222,628,32,8726
4月20日,日本,10219,1159,236,424,14,9060
4月21日,日本,10751,1239,253,532,17,9512
4月22日,日本,11119,1239,263,368,10,9880
4月23日,日本,11512,1356,281,393,18,10156
4月24日,日本,11950,1424,299,438,18,10526
4月25日,日本,12368,1494,328,418,29,10874
4月26日,日本,12829,1530,345,461,17,11299
4月27日,日本,13231,1656,360,402,15,11575
4月28日,日本,13441,1809,372,210,12,11632
4月29日,日本,13614,1899,385,173,13,11715
4月30日,日本,13736,1899,394,122,9,11837
5月1日,日本,13965,2368,425,229,31,11597
5月2日,日本,14088,2460,430,123,5,11628
5月3日,日本,14305,2975,455,217,25,11330
5月4日,日本,14571,3205,474,266,19,11366
5月5日,日本,14877,3981,487,306,13,10896
5月6日,日本,15078,4156,536,201,49,10922
5月7日,日本,15253,4496,556,175,20,10757
5月8日,日本,15477,4918,577,224,21,10559
5月9日,日本,15575,5146,590,98,13,10429
5月10日,日本,15575,5146,590,0,0,10429
5月11日,日本,15663,5906,607,88,17,9757
5月12日,日本,15777,8127,624,114,17,7650
5月13日,日本,15847,8293,633,70,9,7554
5月14日,日本,15968,8531,657,121,24,7437
5月15日,日本,16049,8920,678,81,21,7129
5月16日,日本,16120,9868,697,71,19,6252
5月17日,日本,16203,10338,713,83,16,5865
5月18日,日本,16237,10338,725,34,12,5899
5月19日,日本,16285,11153,744,48,19,5132
5月20日,日本,16305,11564,749,20,5,4741
5月21日,日本,16367,11564,768,62,19,4803
5月22日,日本,16385,12286,771,18,3,4099
5月23日,日本,16424,12672,777,39,6,3752
5月24日,日本,16536,13244,808,112,31,3292
5月25日,日本,16536,13244,808,0,0,3292
5月26日,日本,16550,13413,820,14,12,3137
5月27日,日本,16623,13810,846,73,26,2813
5月28日,日本,16623,13810,846,0,0,2813
5月29日,日本,16651,13973,858,28,12,2678
5月30日,日本,16683,14147,867,32,9,2536
5月31日,日本,16719,14254,874,36,7,2465
6月1日,日本,16804,14406,886,85,12,2398
6月2日,日本,16851,14459,891,47,5,2392
6月3日,日本,16884,14502,892,33,1,2382
6月4日,日本,16930,14650,894,46,2,2280
6月5日,日本,16986,14771,900,56,6,2215
6月6日,日本,17018,14867,903,32,3,2151
6月7日,日本,17064,14972,907,46,4,2092
6月8日,日本,17103,15079,914,39,7,2024
6月9日,日本,17141,15139,916,38,2,2002
6月10日,日本,17174,15148,916,33,0,2026
6月11日,日本,17210,15213,916,36,0,1997
6月12日,日本,17251,15298,919,41,3,1953
6月13日,日本,17292,15383,920,41,1,1909
6月14日,日本,17332,15493,922,40,2,1839
6月15日,日本,17382,15580,924,50,2,1802
6月16日,日本,17502,15686,925,120,1,1816
6月17日,日本,17502,15686,925,0,0,1816
6月18日,日本,17587,15701,927,85,2,1886
6月19日,日本,17628,15850,931,41,4,1778
6月20日,日本,17668,15930,935,40,4,1738
6月21日,日本,17740,16008,935,72,0,1732
6月22日,日本,17799,16077,952,59,17,1722
6月23日,日本,0,0,0,0,0,0
6月24日,日本,0,0,0,0,0,0
6月25日,日本,0,0,0,0,0,0
6月26日,日本,0,0,0,0,0,0
6月27日,日本,,,,,,
6月28日,日本,,,,,,
6月29日,日本,,,,,,
6月30日,日本,,,,,,
2月1日,澳大利亚,,,,,,0
2月2日,澳大利亚,,,,,,0
2月3日,澳大利亚,,,,,,0
2月4日,澳大利亚,,,,,,0
2月5日,澳大利亚,,,,,,0
2月6日,澳大利亚,,,,,,0
2月7日,澳大利亚,,,,,,0
2月8日,澳大利亚,,,,,,0
2月9日,澳大利亚,,,,,,0
2月10日,澳大利亚,,,,,,0
2月11日,澳大利亚,,,,,,0
2月12日,澳大利亚,,,,,,0
2月13日,澳大利亚,,,,,,0
2月14日,澳大利亚,,,,,,0
2月15日,澳大利亚,,,,,,0
2月16日,澳大利亚,,,,,,0
2月17日,澳大利亚,,,,,,0
2月18日,澳大利亚,,,,,,0
2月19日,澳大利亚,,,,,,0
2月20日,澳大利亚,,,,,,0
2月21日,澳大利亚,,,,,,0
2月22日,澳大利亚,,,,,,0
2月23日,澳大利亚,,,,,,0
2月24日,澳大利亚,,,,,,0
2月25日,澳大利亚,,,,,,0
2月26日,澳大利亚,,,,,,0
2月27日,澳大利亚,,,,,,0
2月28日,澳大利亚,,,,,,0
2月29日,澳大利亚,,,,,,0
3月1日,澳大利亚,,,,,,0
3月2日,澳大利亚,,,,,,0
3月3日,澳大利亚,,,,,,0
3月4日,澳大利亚,,,,,,0
3月5日,澳大利亚,,,,,,0
3月6日,澳大利亚,,,,,,0
3月7日,澳大利亚,63,22,2,3,,41
3月8日,澳大利亚,74,22,3,11,1,52
3月9日,澳大利亚,80,22,3,6,0,58
3月10日,澳大利亚,93,22,3,13,0,71
3月11日,澳大利亚,116,22,3,23,0,94
3月12日,澳大利亚,127,24,3,11,0,103
3月13日,澳大利亚,156,26,3,29,0,130
3月14日,澳大利亚,199,26,3,43,0,173
3月15日,澳大利亚,248,27,3,49,0,221
3月16日,澳大利亚,300,27,5,52,2,273
3月17日,澳大利亚,375,27,5,75,0,348
3月18日,澳大利亚,452,27,5,77,0,425
3月19日,澳大利亚,596,43,6,144,1,553
3月20日,澳大利亚,756,46,7,160,1,710
3月21日,澳大利亚,1068,46,7,312,0,1022
3月22日,澳大利亚,1072,46,7,4,0,1026
3月23日,澳大利亚,1353,88,7,281,0,1265
3月24日,澳大利亚,1887,118,7,534,0,1769
3月25日,澳大利亚,2144,118,8,257,1,2026
3月26日,澳大利亚,2431,118,9,287,1,2313
3月27日,澳大利亚,2985,170,13,554,4,2815
3月28日,澳大利亚,3180,170,13,195,0,3010
3月29日,澳大利亚,3635,170,14,455,1,3465
3月30日,澳大利亚,3980,226,16,345,2,3754
3月31日,澳大利亚,4359,244,18,379,2,4115
4月1日,澳大利亚,4561,337,19,202,1,4224
4月2日,澳大利亚,4980,345,22,419,3,4635
4月3日,澳大利亚,5230,585,27,250,5,4645
4月4日,澳大利亚,5350,585,28,120,1,4765
4月5日,澳大利亚,5550,585,30,200,2,4965
4月6日,澳大利亚,5687,2315,35,137,5,3372
4月7日,澳大利亚,5795,2432,41,108,6,3363
4月8日,澳大利亚,5919,2547,48,124,7,3372
4月9日,澳大利亚,6013,2813,50,94,2,3200
4月10日,澳大利亚,6104,2987,51,91,1,3117
4月11日,澳大利亚,6203,3141,53,99,2,3062
4月12日,澳大利亚,6303,3265,56,100,3,3038
4月13日,澳大利亚,6313,3338,59,10,3,2975
4月14日,澳大利亚,6359,3494,61,46,2,2865
4月15日,澳大利亚,6400,3598,61,41,0,2802
4月16日,澳大利亚,6447,3686,63,47,2,2761
4月17日,澳大利亚,6468,3747,63,21,0,2721
4月18日,澳大利亚,6526,3821,65,58,2,2705
4月19日,澳大利亚,6565,4163,69,39,4,2402
4月20日,澳大利亚,6612,4230,71,47,2,2382
4月21日,澳大利亚,6619,4258,71,7,0,2361
4月22日,澳大利亚,6645,4685,71,26,0,1960
4月23日,澳大利亚,6649,4920,74,4,3,1729
4月24日,澳大利亚,6661,5045,75,12,1,1616
4月25日,澳大利亚,6675,5136,79,14,4,1539
4月26日,澳大利亚,6695,5372,80,20,1,1323
4月27日,澳大利亚,6711,5539,83,16,3,1172
4月28日,澳大利亚,6720,5586,83,9,0,1134
4月29日,澳大利亚,6731,5626,84,11,1,1105
4月30日,澳大利亚,6746,5667,89,15,5,1079
5月1日,澳大利亚,6753,5715,91,7,2,1038
5月2日,澳大利亚,6767,5745,93,14,2,1022
5月3日,澳大利亚,6783,5789,93,16,0,994
5月4日,澳大利亚,6801,5817,95,18,2,984
5月5日,澳大利亚,6825,5859,95,24,0,966
5月6日,澳大利亚,6849,5889,96,24,1,960
5月7日,澳大利亚,6875,5984,97,26,1,891
5月8日,澳大利亚,6896,6040,97,21,0,856
5月9日,澳大利亚,6914,6079,97,18,0,835
5月10日,澳大利亚,6929,6135,97,15,0,794
5月11日,澳大利亚,6941,6163,97,12,0,778
5月12日,澳大利亚,6948,6179,97,7,0,769
5月13日,澳大利亚,6964,6229,97,16,0,735
5月14日,澳大利亚,6980,6271,98,16,1,709
5月15日,澳大利亚,6989,6301,98,9,0,688
5月16日,澳大利亚,7019,6337,98,30,0,682
5月17日,澳大利亚,7036,6362,98,17,0,674
5月18日,澳大利亚,7045,6367,98,9,0,678
5月19日,澳大利亚,7060,6392,99,15,1,668
5月20日,澳大利亚,7068,6413,100,8,1,655
5月21日,澳大利亚,7079,6444,100,11,0,635
5月22日,澳大利亚,7081,6472,100,2,0,609
5月23日,澳大利亚,7095,6479,101,14,1,616
5月24日,澳大利亚,7111,6494,102,16,1,617
5月25日,澳大利亚,7114,6508,102,3,0,606
5月26日,澳大利亚,7118,6531,102,4,0,587
5月27日,澳大利亚,7133,6553,102,15,0,580
5月28日,澳大利亚,7139,6566,102,6,0,573
5月29日,澳大利亚,7150,6580,102,11,0,570
5月30日,澳大利亚,7173,6582,102,23,0,591
5月31日,澳大利亚,7185,6606,102,12,0,579
6月1日,澳大利亚,7195,6614,102,10,0,581
6月2日,澳大利亚,7204,6619,102,9,0,585
6月3日,澳大利亚,7221,6626,102,17,0,595
6月4日,澳大利亚,7229,6640,102,8,0,589
6月5日,澳大利亚,7240,6648,102,11,0,592
6月6日,澳大利亚,7251,6683,102,11,0,568
6月7日,澳大利亚,7255,6690,102,4,0,565
6月8日,澳大利亚,7260,6703,102,5,0,557
6月9日,澳大利亚,7265,6706,102,5,0,559
6月10日,澳大利亚,7267,6720,102,2,0,547
6月11日,澳大利亚,7276,6744,102,9,0,532
6月12日,澳大利亚,7285,6761,102,9,0,524
6月13日,澳大利亚,7290,6783,102,5,0,507
6月14日,澳大利亚,7302,6812,102,12,0,490
6月15日,澳大利亚,7320,6838,102,18,0,482
6月16日,澳大利亚,7347,6853,102,27,0,494
6月17日,澳大利亚,7347,6853,102,0,0,494
6月18日,澳大利亚,7370,6859,102,23,0,511
6月19日,澳大利亚,7391,6877,102,21,0,514
6月20日,澳大利亚,7409,6878,102,18,0,531
6月21日,澳大利亚,7436,6881,102,27,0,555
6月22日,澳大利亚,7461,6896,102,25,0,565
6月23日,澳大利亚,0,0,0,0,0,0
6月24日,澳大利亚,0,0,0,0,0,0
6月25日,澳大利亚,0,0,0,0,0,0
6月26日,澳大利亚,0,0,0,0,0,0
6月27日,澳大利亚,,,,,,
6月28日,澳大利亚,,,,,,
6月29日,澳大利亚,,,,,,
6月30日,澳大利亚,,,,,,
2月1日,巴基斯坦,,,,,,0
2月2日,巴基斯坦,,,,,,0
2月3日,巴基斯坦,,,,,,0
2月4日,巴基斯坦,,,,,,0
2月5日,巴基斯坦,,,,,,0
2月6日,巴基斯坦,,,,,,0
2月7日,巴基斯坦,,,,,,0
2月8日,巴基斯坦,,,,,,0
2月9日,巴基斯坦,,,,,,0
2月10日,巴基斯坦,,,,,,0
2月11日,巴基斯坦,,,,,,0
2月12日,巴基斯坦,,,,,,0
2月13日,巴基斯坦,,,,,,0
2月14日,巴基斯坦,,,,,,0
2月15日,巴基斯坦,,,,,,0
2月16日,巴基斯坦,,,,,,0
2月17日,巴基斯坦,,,,,,0
2月18日,巴基斯坦,,,,,,0
2月19日,巴基斯坦,,,,,,0
2月20日,巴基斯坦,,,,,,0
2月21日,巴基斯坦,,,,,,0
2月22日,巴基斯坦,,,,,,0
2月23日,巴基斯坦,,,,,,0
2月24日,巴基斯坦,,,,,,0
2月25日,巴基斯坦,,,,,,0
2月26日,巴基斯坦,,,,,,0
2月27日,巴基斯坦,,,,,,0
2月28日,巴基斯坦,,,,,,0
2月29日,巴基斯坦,,,,,,0
3月1日,巴基斯坦,,,,,,0
3月2日,巴基斯坦,,,,,,0
3月3日,巴基斯坦,,,,,,0
3月4日,巴基斯坦,,,,,,0
3月5日,巴基斯坦,,,,,,0
3月6日,巴基斯坦,,,,,,0
3月7日,巴基斯坦,6,1,,1,,5
3月8日,巴基斯坦,6,1,,0,,5
3月9日,巴基斯坦,7,1,,1,,6
3月10日,巴基斯坦,16,1,,9,,15
3月11日,巴基斯坦,19,2,,3,,17
3月12日,巴基斯坦,19,2,,0,,17
3月13日,巴基斯坦,21,2,,2,,19
3月14日,巴基斯坦,28,2,,7,,26
3月15日,巴基斯坦,31,2,,3,,29
3月16日,巴基斯坦,53,2,,22,,51
3月17日,巴基斯坦,184,2,1,131,1,182
3月18日,巴基斯坦,247,2,,63,-1,245
3月19日,巴基斯坦,307,13,2,60,2,294
3月20日,巴基斯坦,454,13,2,147,0,441
3月21日,巴基斯坦,534,13,3,80,1,521
3月22日,巴基斯坦,645,13,3,111,0,632
3月23日,巴基斯坦,776,13,4,131,1,763
3月24日,巴基斯坦,875,13,6,99,2,862
3月25日,巴基斯坦,972,18,7,97,1,954
3月26日,巴基斯坦,1063,21,8,91,1,1042
3月27日,巴基斯坦,1179,21,9,116,1,1158
3月28日,巴基斯坦,1331,23,10,152,1,1308
3月29日,巴基斯坦,1495,29,12,164,2,1466
3月30日,巴基斯坦,1597,29,14,102,2,1568
3月31日,巴基斯坦,1717,76,21,120,7,1641
4月1日,巴基斯坦,1938,76,26,221,5,1862
4月2日,巴基斯坦,2118,94,27,180,1,2024
4月3日,巴基斯坦,2421,125,34,303,7,2296
4月4日,巴基斯坦,2686,126,40,265,6,2560
4月5日,巴基斯坦,2818,131,41,132,1,2687
4月6日,巴基斯坦,3157,211,47,339,6,2946
4月7日,巴基斯坦,3766,259,53,609,6,3507
4月8日,巴基斯坦,4035,429,57,269,4,3606
4月9日,巴基斯坦,4263,467,61,228,4,3796
4月10日,巴基斯坦,4489,572,65,226,4,3917
4月11日,巴基斯坦,4695,727,66,206,1,3968
4月12日,巴基斯坦,5011,762,86,316,20,4249
4月13日,巴基斯坦,5230,1028,91,219,5,4202
4月14日,巴基斯坦,5496,1095,93,266,2,4401
4月15日,巴基斯坦,5837,1378,96,341,3,4459
4月16日,巴基斯坦,6383,1446,111,546,15,4937
4月17日,巴基斯坦,6919,1645,128,536,17,5274
4月18日,巴基斯坦,7025,1765,135,106,7,5260
4月19日,巴基斯坦,7638,1832,143,613,8,5806
4月20日,巴基斯坦,8348,1868,168,710,25,6480
4月21日,巴基斯坦,8418,1970,176,70,8,6448
4月22日,巴基斯坦,9565,2073,201,1147,25,7492
4月23日,巴基斯坦,10076,2156,212,511,11,7920
4月24日,巴基斯坦,11057,2337,235,981,23,8720
4月25日,巴基斯坦,11940,2755,253,883,18,9185
4月26日,巴基斯坦,12644,2755,268,704,15,9889
4月27日,巴基斯坦,13328,2936,281,684,13,10392
4月28日,巴基斯坦,13915,3029,292,587,11,10886
4月29日,巴基斯坦,14612,3233,312,697,20,11379
4月30日,巴基斯坦,15525,3425,343,913,31,12100
5月1日,巴基斯坦,16473,4105,361,948,18,12368
5月2日,巴基斯坦,18092,4351,417,1619,56,13741
5月3日,巴基斯坦,19022,4753,437,930,20,14269
5月4日,巴基斯坦,20084,5114,457,1062,20,14970
5月5日,巴基斯坦,20941,5635,476,857,19,15306
5月6日,巴基斯坦,22049,5801,514,1108,38,16248
5月7日,巴基斯坦,23214,6281,544,1165,30,16933
5月8日,巴基斯坦,24644,6464,585,1430,41,18180
5月9日,巴基斯坦,26435,7530,599,1791,14,18905
5月10日,巴基斯坦,28736,7809,636,2301,37,20927
5月11日,巴基斯坦,30334,8063,659,1598,23,22271
5月12日,巴基斯坦,30941,8212,667,607,8,22729
5月13日,巴基斯坦,32674,8555,724,1733,57,24119
5月14日,巴基斯坦,35298,8899,761,2624,37,26399
5月15日,巴基斯坦,35788,9695,770,490,9,26093
5月16日,巴基斯坦,37218,10155,803,1430,33,27063
5月17日,巴基斯坦,38799,10880,834,1581,31,27919
5月18日,巴基斯坦,40151,11341,873,1352,39,28810
5月19日,巴基斯坦,42125,11922,903,1974,30,30203
5月20日,巴基斯坦,43966,12489,939,1841,36,31477
5月21日,巴基斯坦,45898,13101,985,1932,46,32797
5月22日,巴基斯坦,48091,14155,1017,2193,32,33936
5月23日,巴基斯坦,50694,15201,1067,2603,50,35493
5月24日,巴基斯坦,52437,16653,1101,1743,34,35784
5月25日,巴基斯坦,54601,17198,1133,2164,32,37403
5月26日,巴基斯坦,56349,17482,1167,1748,34,38867
5月27日,巴基斯坦,57705,18314,1197,1356,30,39391
5月28日,巴基斯坦,59151,19142,1225,1446,28,40009
5月29日,巴基斯坦,61227,20231,1260,2076,35,40996
5月30日,巴基斯坦,64028,22305,1317,2801,57,41723
5月31日,巴基斯坦,66457,24131,1395,2429,78,42326
6月1日,巴基斯坦,69496,25271,1483,3039,88,44225
6月2日,巴基斯坦,72460,26083,1543,2964,60,46377
6月3日,巴基斯坦,76398,27110,1621,3938,78,49288
6月4日,巴基斯坦,80463,28923,1688,4065,67,51540
6月5日,巴基斯坦,85264,30128,1770,4801,82,55136
