日期,国家,确诊人数,治愈人数,死亡人数,新增确诊,新增死亡,现有确诊
5月30日,法国,149668,67803,28714,597,52,81865
5月31日,法国,151325,68268,28771,1657,57,83057
6月1日,法国,151325,68355,28802,0,31,82970
6月2日,法国,151325,68440,28833,0,31,82885
6月3日,法国,151325,68812,28940,0,107,82513
6月4日,法国,151677,69455,29021,352,81,82222
6月5日,法国,152444,69976,29065,767,44,82468
6月6日,法国,153055,70504,29111,611,46,82551
6月7日,法国,153634,70806,29142,579,31,82828
6月8日,法国,153977,70842,29155,343,13,83135
6月9日,法国,154188,71062,29209,211,54,83126
6月10日,法国,154591,71506,29296,403,87,83085
6月11日,法国,155136,71832,29319,545,23,83304
6月12日,法国,155561,72149,29346,425,27,83412
6月13日,法国,156287,72572,29374,726,28,83715
6月14日,法国,156813,72808,29398,526,24,84005
6月15日,法国,157220,72859,29407,407,9,84361
6月16日,法国,157372,73044,29436,152,29,84328
6月17日,法国,157716,73335,29547,344,111,84381
6月18日,法国,158174,73667,29575,458,28,84507
6月19日,法国,158641,73887,29603,467,28,84754
6月20日,法国,159452,74117,29617,811,14,85335
6月21日,法国,160093,74312,29633,641,16,85781
6月22日,法国,160377,74372,29640,284,7,86005
6月23日,法国,0,0,0,0,0,0
6月24日,法国,0,0,0,0,0,0
6月25日,法国,0,0,0,0,0,0
6月26日,法国,0,0,0,0,0,0
6月27日,法国,,,,,,
6月28日,法国,,,,,,
6月29日,法国,,,,,,
6月30日,法国,,,,,,
2月1日,德国,7,,0,,0,7
2月2日,德国,8,,0,1,0,8
2月3日,德国,10,,0,2,0,10
2月4日,德国,12,,0,2,0,12
2月5日,德国,12,,0,0,0,12
2月6日,德国,12,,0,0,0,12
2月7日,德国,13,,0,1,0,13
2月8日,德国,14,,0,1,0,14
2月9日,德国,14,,0,0,0,14
2月10日,德国,14,,0,0,0,14
2月11日,德国,14,,0,0,0,14
2月12日,德国,16,,0,2,0,16
2月13日,德国,16,,0,0,0,16
2月14日,德国,16,,0,0,0,16
2月15日,德国,16,,0,0,0,16
2月16日,德国,16,,0,0,0,16
2月17日,德国,16,,0,0,0,16
2月18日,德国,16,,0,0,0,16
2月19日,德国,16,,0,0,0,16
2月20日,德国,16,,0,0,0,16
2月21日,德国,16,,0,0,0,16
2月22日,德国,16,,0,0,0,16
2月23日,德国,16,,0,0,0,16
2月24日,德国,16,,0,0,0,16
2月25日,德国,16,,0,0,0,16
2月26日,德国,18,,0,2,0,18
2月27日,德国,21,,0,3,0,21
2月28日,德国,26,,0,5,0,26
2月29日,德国,57,,0,31,0,57
3月1日,德国,57,,0,0,0,57
3月2日,德国,129,,0,72,0,129
3月3日,德国,157,,0,28,0,157
3月4日,德国,196,,0,39,0,196
3月5日,德国,262,,0,66,0,262
3月6日,德国,534,,0,272,0,534
3月7日,德国,670,17,0,136,0,653
3月8日,德国,800,18,0,130,0,782
3月9日,德国,1040,18,0,240,0,1022
3月10日,德国,1224,18,2,184,2,1206
3月11日,德国,1565,18,2,341,0,1547
3月12日,德国,1908,25,3,343,1,1883
3月13日,德国,2745,25,6,837,3,2720
3月14日,德国,3675,46,8,930,2,3629
3月15日,德国,4599,46,9,924,1,4553
3月16日,德国,5813,46,11,1214,2,5767
3月17日,德国,7241,65,15,1428,4,7176
3月18日,德国,9367,67,26,2126,11,9300
3月19日,德国,12327,105,28,2960,2,12222
3月20日,德国,15320,115,44,2993,16,15205
3月21日,德国,19848,180,70,4528,26,19668
3月22日,德国,22364,209,84,2516,14,22155
3月23日,德国,24852,266,94,2488,10,24586
3月24日,德国,29056,453,123,4204,29,28603
3月25日,德国,32986,3243,157,3930,34,29743
3月26日,德国,37323,3547,206,4337,49,33776
3月27日,德国,43646,5673,262,6323,56,37973
3月28日,德国,50871,6658,342,7225,80,44213
3月29日,德国,57695,8481,433,6824,91,49214
3月30日,德国,62095,9211,525,4400,92,52884
3月31日,德国,66711,13500,645,4616,120,53211
4月1日,德国,71690,16100,774,4979,129,55590
4月2日,德国,77921,18700,925,6231,151,59221
4月3日,德国,84788,22440,1107,6867,182,62348
4月4日,德国,91159,24575,1275,6371,168,66584
4月5日,德国,96092,26400,1444,4933,169,69692
4月6日,德国,100024,28700,1576,3932,132,71324
4月7日,德国,102453,28700,1735,2429,159,73753
4月8日,德国,107663,36081,2016,5210,281,71582
4月9日,德国,112113,36081,2208,4450,192,76032
4月10日,德国,116801,52407,2529,4688,321,64394
4月11日,德国,121045,53913,2728,4244,199,67132
4月12日,德国,124288,57400,2736,3243,8,66888
4月13日,德国,127574,60300,3011,3286,275,67274
4月14日,德国,129207,64300,3118,1633,107,64907
4月15日,德国,131359,68200,3294,2152,176,63159
4月16日,德国,133456,72600,3592,2097,298,60856
4月17日,德国,137698,77000,4052,4242,460,60698
4月18日,德国,140886,83114,4326,3188,274,57772
4月19日,德国,143342,85400,4459,2456,133,57942
4月20日,德国,145184,88000,4586,1842,127,57184
4月21日,德国,146653,91500,4706,1469,120,55153
4月22日,德国,148291,95200,5033,1638,327,53091
4月23日,德国,150062,99400,5250,1771,217,50662
4月24日,德国,151784,103300,5404,1722,154,48484
4月25日,德国,154545,106800,5723,2761,319,47745
4月26日,德国,156126,109800,5846,1581,123,46326
4月27日,德国,157495,112000,5944,1369,98,45495
4月28日,德国,158389,114500,6050,894,106,43889
4月29日,德国,159431,117400,6215,1042,165,42031
4月30日,德国,161197,120400,6405,1766,190,40797
5月1日,德国,162530,123500,6572,1333,167,39030
5月2日,德国,164077,126900,6736,1547,164,37177
5月3日,德国,164967,129000,6812,890,76,35967
5月4日,德国,165565,130600,6848,598,36,34965
5月5日,德国,165940,132700,6943,375,95,33240
5月6日,德国,166706,135100,6993,766,50,31606
5月7日,德国,168162,137696,7275,1456,282,30466
5月8日,德国,169430,139900,7392,1268,117,29530
5月9日,德国,170588,141700,7510,1158,118,28888
5月10日,德国,171324,143300,7549,736,39,28024
5月11日,德国,171780,144400,7560,456,11,27380
5月12日,德国,172517,145600,7653,737,93,26917
5月13日,德国,173171,147200,7738,654,85,25971
5月14日,德国,174098,148700,7859,927,121,25398
5月15日,德国,174975,150300,7928,877,69,24675
5月16日,德国,175678,151700,7999,703,71,23978
5月17日,德国,176081,152600,8019,403,20,23481
5月18日,德国,176625,153400,8048,544,29,23225
5月19日,德国,177289,154600,8123,664,75,22689
5月20日,德国,177827,155700,8193,538,70,22127
5月21日,德国,178494,156900,8265,667,72,21594
5月22日,德国,179021,158000,8309,527,44,21021
5月23日,德国,179713,159000,8352,692,43,20713
5月24日,德国,179986,159900,8366,273,14,20086
5月25日,德国,180328,160200,8371,342,5,20128
5月26日,德国,180789,161200,8428,461,57,19589
5月27日,德国,181288,162000,8498,499,70,19288
5月28日,德国,181895,162800,8533,607,35,19095
5月29日,德国,182452,163200,8570,557,37,19252
5月30日,德国,183019,164100,8594,567,24,18919
5月31日,德国,183294,164900,8600,275,6,18394
6月1日,德国,183494,165200,8605,200,5,18294
6月2日,德国,183765,165900,8618,271,13,17865
6月3日,德国,184064,166400,8649,299,31,17664
6月4日,德国,184396,167300,8698,332,49,17096
6月5日,德国,184923,167800,8736,527,38,17123
6月6日,德国,185414,168500,8763,491,27,16914
6月7日,德国,185696,168900,8769,282,6,16796
6月8日,德国,185869,169100,8776,173,7,16769
6月9日,德国,186205,169600,8783,336,7,16605
6月10日,德国,186516,170200,8831,311,48,16316
6月11日,德国,186795,170700,8844,279,13,16095
6月12日,德国,186795,171200,8851,0,7,15595
6月13日,德国,187251,171600,8863,456,12,15651
6月14日,德国,187423,171900,8867,172,4,15523
6月15日,德国,187671,172200,8870,248,3,15471
6月16日,德国,188044,172600,8885,373,15,15444
6月17日,德国,188382,173100,8910,338,25,15282
6月18日,德国,189504,173600,8927,1122,17,15904
6月19日,德国,190050,174100,8944,546,17,15950
6月20日,德国,190660,174400,8960,610,16,16260
6月21日,德国,191216,174700,8961,556,1,16516
6月22日,德国,191575,174900,8962,359,1,16675
6月23日,德国,0,0,0,0,0,0
6月24日,德国,0,0,0,0,0,0
6月25日,德国,0,0,0,0,0,0
6月26日,德国,0,0,0,0,0,0
6月27日,德国,,,,,,
6月28日,德国,,,,,,
6月29日,德国,,,,,,
6月30日,德国,,,,,,
2月1日,英国,2,,0,,0,2
2月2日,英国,2,,0,0,0,2
2月3日,英国,2,,0,0,0,2
2月4日,英国,2,,0,0,0,2
2月5日,英国,2,,0,0,0,2
2月6日,英国,2,,0,0,0,2
2月7日,英国,3,,0,1,0,3
2月8日,英国,3,,0,0,0,3
2月9日,英国,3,,0,0,0,3
2月10日,英国,4,,0,1,0,4
2月11日,英国,8,,0,4,0,8
2月12日,英国,8,,0,0,0,8
2月13日,英国,9,,0,1,0,9
2月14日,英国,9,,0,0,0,9
2月15日,英国,9,,0,0,0,9
2月16日,英国,9,,0,0,0,9
2月17日,英国,9,,0,0,0,9
2月18日,英国,9,,0,0,0,9
2月19日,英国,9,,0,0,0,9
2月20日,英国,9,,0,0,0,9
2月21日,英国,9,,0,0,0,9
2月22日,英国,9,,0,0,0,9
2月23日,英国,9,,0,0,0,9
2月24日,英国,9,,0,0,0,9
2月25日,英国,13,,0,4,0,13
2月26日,英国,13,,0,0,0,13
2月27日,英国,13,,0,0,0,13
2月28日,英国,16,,0,3,0,16
2月29日,英国,20,,0,4,0,20
3月1日,英国,23,,0,3,0,23
3月2日,英国,36,,0,13,0,36
3月3日,英国,39,,0,3,0,39
3月4日,英国,51,,0,12,0,51
3月5日,英国,89,,0,38,0,89
3月6日,英国,118,,0,29,0,118
3月7日,英国,164,18,2,46,2,146
3月8日,英国,209,18,2,45,0,191
3月9日,英国,273,18,3,64,1,255
3月10日,英国,321,18,5,48,2,303
3月11日,英国,383,18,6,62,1,365
3月12日,英国,456,18,8,73,2,438
3月13日,英国,590,18,10,134,2,572
3月14日,英国,798,18,11,208,1,780
3月15日,英国,1140,18,21,342,10,1122
3月16日,英国,1391,20,35,251,14,1371
3月17日,英国,1543,52,55,152,20,1491
3月18日,英国,1950,65,71,407,16,1885
3月19日,英国,2626,65,104,676,33,2561
3月20日,英国,3269,65,144,643,40,3204
3月21日,英国,3983,65,177,714,33,3918
3月22日,英国,5018,93,233,1035,56,4925
3月23日,英国,5683,93,281,665,48,5590
3月24日,英国,6650,135,335,967,54,6515
3月25日,英国,8077,135,422,1427,87,7942
3月26日,英国,9529,135,465,1452,43,9394
3月27日,英国,11658,135,578,2129,113,11523
3月28日,英国,14543,135,759,2885,181,14408
3月29日,英国,17089,135,1019,2546,260,16954
3月30日,英国,19522,135,1228,2433,209,19387
3月31日,英国,22141,135,1408,2619,180,22006
4月1日,英国,25150,135,1789,3009,381,25015
4月2日,英国,29474,135,2352,4324,563,29339
4月3日,英国,33718,135,2921,4244,569,33583
4月4日,英国,38168,135,3605,4450,684,38033
4月5日,英国,41903,135,4313,3735,708,41768
4月6日,英国,47806,135,4934,5903,621,47671
4月7日,英国,51608,135,5373,3802,439,51473
4月8日,英国,55242,135,6159,3634,786,55107
4月9日,英国,60733,135,7097,5491,938,60598
4月10日,英国,65077,135,7978,4344,881,64942
4月11日,英国,73758,135,8958,8681,980,73623
4月12日,英国,78991,344,9875,5233,917,78647
4月13日,英国,84279,344,10612,5288,737,83935
4月14日,英国,88621,N/A,11329,4342,717,#VALUE!
4月15日,英国,93873,N/A,12107,5252,778,#VALUE!
4月16日,英国,98476,N/A,12868,4603,761,#VALUE!
4月17日,英国,103093,N/A,13729,4617,861,#VALUE!
4月18日,英国,108692,N/A,14576,5599,847,#VALUE!
4月19日,英国,114217,N/A,15464,5525,888,#VALUE!
4月20日,英国,120067,N/A,16060,5850,596,#VALUE!
4月21日,英国,124743,N/A,16509,4676,449,#VALUE!
4月22日,英国,129044,N/A,17337,4301,828,#VALUE!
4月23日,英国,133495,N/A,18100,4451,763,#VALUE!
4月24日,英国,138078,N/A,18738,4583,638,#VALUE!
4月25日,英国,143464,N/A,19506,5386,768,#VALUE!
4月26日,英国,148377,N/A,20319,4913,813,#VALUE!
4月27日,英国,152840,N/A,20732,4463,413,#VALUE!
4月28日,英国,157149,N/A,21092,4309,360,#VALUE!
4月29日,英国,161145,N/A,21678,3996,586,#VALUE!
4月30日,英国,165221,N/A,26097,4076,4419,#VALUE!
5月1日,英国,171253,N/A,26771,6032,674,#VALUE!
5月2日,英国,177454,N/A,27510,6201,739,#VALUE!
5月3日,英国,182260,N/A,28131,4806,621,#VALUE!
5月4日,英国,186599,N/A,28446,4339,315,#VALUE!
5月5日,英国,190584,N/A,28734,3985,288,#VALUE!
5月6日,英国,194990,N/A,29427,4406,693,#VALUE!
5月7日,英国,201101,N/A,30076,6111,649,#VALUE!
5月8日,英国,206715,N/A,30615,5614,539,#VALUE!
5月9日,英国,211364,N/A,31241,4649,626,#VALUE!
5月10日,英国,215260,N/A,31587,3896,346,#VALUE!
5月11日,英国,219183,N/A,31855,3923,268,#VALUE!
5月12日,英国,223060,N/A,32065,3877,210,#VALUE!
5月13日,英国,226463,N/A,32692,3403,627,#VALUE!
5月14日,英国,229705,N/A,33186,3242,494,#VALUE!
5月15日,英国,233151,N/A,33614,3446,428,#VALUE!
5月16日,英国,236711,N/A,33998,3560,384,#VALUE!
5月17日,英国,240161,N/A,34466,3450,468,#VALUE!
5月18日,英国,243695,N/A,34636,3534,170,#VALUE!
5月19日,英国,246406,N/A,34796,2711,160,#VALUE!
5月20日,英国,248293,N/A,35341,1887,545,#VALUE!
5月21日,英国,250332,N/A,35704,2039,363,#VALUE!
5月22日,英国,252947,N/A,36042,2615,338,#VALUE!
5月23日,英国,256234,N/A,36393,3287,351,#VALUE!
5月24日,英国,259193,N/A,36675,2959,282,#VALUE!
5月25日,英国,261598,N/A,36793,2405,118,#VALUE!
5月26日,英国,263223,N/A,36914,1625,121,#VALUE!
5月27日,英国,265227,N/A,37048,2004,134,#VALUE!
5月28日,英国,267240,N/A,37460,2013,412,#VALUE!
5月29日,英国,269127,N/A,37837,1887,377,#VALUE!
5月30日,英国,271222,N/A,38161,2095,324,#VALUE!
5月31日,英国,272826,N/A,38376,1604,215,#VALUE!
6月1日,英国,274762,N/A,38489,1936,113,#VALUE!
6月2日,英国,276332,N/A,39045,1570,556,#VALUE!
6月3日,英国,277985,0,39369,1653,324,277985
6月4日,英国,279856,0,39728,1871,359,279856
6月5日,英国,281661,0,39904,1805,176,281661
6月6日,英国,283311,0,40261,1650,357,283311
6月7日,英国,284868,0,40465,1557,204,284868
6月8日,英国,286194,0,40542,1326,77,286194
6月9日,英国,287399,N/A,40597,1205,55,#VALUE!
6月10日,英国,289140,N/A,40883,1741,286,#VALUE!
6月11日,英国,290143,N/A,41128,1003,245,#VALUE!
6月12日,英国,291409,N/A,41279,1266,151,#VALUE!
6月13日,英国,292950,N/A,41481,1541,202,#VALUE!
6月14日,英国,294375,N/A,41662,1425,181,#VALUE!
6月15日,英国,295889,N/A,41698,1514,36,#VALUE!
6月16日,英国,296857,N/A,41736,968,38,#VALUE!
6月17日,英国,298136,N/A,41969,1279,233,#VALUE!
6月18日,英国,299251,N/A,42153,1115,184,#VALUE!
6月19日,英国,300469,N/A,42288,1218,135,#VALUE!
6月20日,英国,301815,N/A,42461,1346,173,#VALUE!
6月21日,英国,303110,N/A,42589,1295,128,#VALUE!
6月22日,英国,304331,N/A,42632,1221,43,#VALUE!
6月23日,英国,0,0,0,0,0,0
6月24日,英国,0,0,0,0,0,0
6月25日,英国,0,0,0,0,0,0
6月26日,英国,0,0,0,0,0,0
6月27日,英国,,,,,,
6月28日,英国,,,,,,
6月29日,英国,,,,,,
6月30日,英国,,,,,,
2月1日,中国,9723,171,213,,,9552
2月2日,中国,11824,243,259,2101,46,11581
2月3日,中国,14413,328,304,2589,45,14085
2月4日,中国,17244,475,362,2831,58,16769
2月5日,中国,20480,632,426,3236,64,19848
2月6日,中国,24374,894,491,3894,65,23480
2月7日,中国,28070,1155,564,3696,73,26915
2月8日,中国,31214,1542,637,3144,73,29672
2月9日,中国,34610,2052,723,3396,86,32558
2月10日,中国,37268,2651,812,2658,89,34617
2月11日,中国,40248,3283,909,2980,97,36965
2月12日,中国,42716,4000,1017,2468,108,38716
2月13日,中国,44734,4745,1114,2018,97,39989
2月14日,中国,59888,5647,1260,15154,146,54241
2月15日,中国,63935,6729,1381,4047,121,57206
2月16日,中国,66579,8105,1525,2644,144,58474
2月17日,中国,68592,9428,1667,2013,142,59164
2月18日,中国,70642,10862,1772,2050,105,59780
2月19日,中国,72535,12565,1871,1893,99,59970
2月20日,中国,74287,14389,2007,1752,136,59898
2月21日,中国,74680,16171,2121,393,114,58509
2月22日,中国,75996,18285,2239,1316,118,57711
2月23日,中国,76400,20682,2348,404,109,55718
2月24日,中国,76862,22918,2445,462,97,53944
2月25日,中国,77276,24764,2595,414,150,52512
2月26日,中国,77791,27359,2666,515,71,50432
2月27日,中国,78199,29785,2718,408,52,48414
2月28日,中国,78635,32542,2747,436,29,46093
2月29日,中国,78968,36167,2791,333,44,42801
3月1日,中国,79399,39058,2838,431,47,40341
3月2日,中国,79975,41681,2873,576,35,38294
3月3日,中国,80178,44520,2915,203,42,35658
3月4日,中国,80307,47268,2946,129,31,33039
3月5日,中国,80428,49923,2984,121,38,30505
3月6日,中国,80571,52118,3015,143,31,28453
3月7日,中国,80714,53804,3045,143,30,26910
3月8日,中国,80820,55488,3074,106,29,25332
3月9日,中国,80865,57149,3101,45,27,23716
3月10日,中国,80906,58684,3123,41,22,22222
3月11日,中国,80939,60210,3140,33,17,20729
3月12日,中国,80974,61704,3162,35,22,19270
3月13日,中国,80985,62948,3173,11,11,18037
3月14日,中国,81009,64259,3182,24,9,16750
3月15日,中国,81028,65689,3194,19,12,15339
3月16日,中国,81070,67045,3204,42,10,14025
3月17日,中国,81113,67930,3218,43,14,13183
3月18日,中国,81139,68835,3231,26,13,12304
3月19日,中国,81204,69739,3242,65,11,11465
3月20日,中国,81261,70554,3250,57,8,10707
3月21日,中国,81451,71876,3261,190,11,9575
3月22日,中国,81452,71876,3261,1,0,9576
3月23日,中国,81562,72578,3267,110,6,8984
3月24日,中国,81669,72841,3276,107,9,8828
3月25日,中国,81801,73300,3283,132,7,8501
3月26日,中国,81893,73791,3287,92,4,8102
3月27日,中国,82021,74200,3293,128,6,7821
3月28日,中国,82159,74739,3298,138,5,7420
3月29日,中国,82271,75123,3301,112,3,7148
3月30日,中国,82415,75615,3306,144,5,6800
3月31日,中国,82456,75867,3313,41,7,6589
4月1日,中国,82595,76229,3314,139,1,6366
4月2日,中国,82689,76440,3321,94,7,6249
4月3日,中国,82771,76622,3327,82,6,6149
4月4日,中国,82855,76804,3331,84,4,6051
4月5日,中国,82899,76988,3335,44,4,5911
4月6日,中国,82966,77234,3338,67,3,5732
4月7日,中国,83040,77361,3340,74,2,5679
4月8日,中国,83096,77474,3340,56,0,5622
4月9日,中国,83187,77620,3342,91,2,5567
4月10日,中国,83264,77753,3344,77,2,5511
4月11日,中国,83324,77865,3346,60,2,5459
4月12日,中国,83384,77970,3349,60,3,5414
4月13日,中国,83490,78054,3349,106,0,5436
4月14日,中国,83608,78184,3351,118,2,5424
4月15日,中国,83700,78306,3351,92,0,5394
4月16日,中国,83752,78427,3352,52,1,5325
4月17日,中国,83799,78548,3352,47,0,5251
4月18日,中国,84154,78659,4642,355,1290,5495
4月19日,中国,84186,77791,4642,32,0,6395
4月20日,中国,84226,77870,4642,40,0,6356
4月21日,中国,84240,77939,4642,14,0,6301
4月22日,中国,84258,78014,4642,18,0,6244
4月23日,中国,84293,78091,4642,35,0,6202
4月24日,中国,84306,78186,4642,13,0,6120
4月25日,中国,84313,78247,4642,7,0,6066
4月26日,中国,84328,78401,4642,15,0,5927
4月27日,中国,84339,78459,4642,11,0,5880
4月28日,中国,84342,78583,4643,3,1,5759
4月29日,中国,84348,78705,4643,6,0,5643
4月30日,中国,84370,78753,4643,22,0,5617
5月1日,中国,84374,78813,4643,4,0,5561
5月2日,中国,84388,78862,4643,14,0,5526
5月3日,中国,84392,78910,4643,4,0,5482
5月4日,中国,84394,78963,4643,2,0,5431
5月5日,中国,84404,79039,4643,10,0,5365
5月6日,中国,84405,79146,4643,1,0,5259
5月7日,中国,84408,79221,4643,3,0,5187
5月8日,中国,84415,79288,4643,7,0,5127
5月9日,中国,84416,79348,4643,1,0,5068
5月10日,中国,84417,79414,4643,1,0,5003
5月11日,中国,84434,79508,4643,17,0,4926
5月12日,中国,84451,79537,4644,17,1,4914
5月13日,中国,84452,79576,4644,1,0,4876
5月14日,中国,84462,79615,4644,10,0,4847
5月15日,中国,84466,79630,4644,4,0,4836
5月16日,中国,84471,79658,4644,5,0,4813
5月17日,中国,84479,79673,4644,8,0,4806
5月18日,中国,84488,79689,4644,9,0,4799
5月19日,中国,84495,79705,4645,7,1,4790
5月20日,中国,84501,79712,4645,6,0,4789
5月21日,中国,84506,79717,4645,5,0,4789
5月22日,中国,84517,79730,4645,11,0,4787
5月23日,中国,84523,79737,4645,6,0,4786
5月24日,中国,84523,79743,4645,0,0,4780
5月25日,中国,84526,79750,4645,3,0,4776
5月26日,中国,84537,79758,4645,11,0,4779
5月27日,中国,84544,79771,4645,7,0,4773
5月28日,中国,84546,79778,4645,2,0,4768
5月29日,中国,84548,79788,4645,2,0,4760
5月30日,中国,84562,79791,4645,14,0,4771
5月31日,中国,84569,79804,4645,7,0,4765
6月1日,中国,84573,79809,4645,4,0,4764
6月2日,中国,84593,79816,4645,20,0,4777
6月3日,中国,84603,79825,4645,10,0,4778
6月4日,中国,84603,79826,4645,0,0,4777
6月5日,中国,84609,79833,4645,6,0,4776
6月6日,中国,84618,79846,4645,9,0,4772
6月7日,中国,84624,79851,4645,6,0,4773
6月8日,中国,84631,79856,4645,7,0,4775
6月9日,中国,84636,79865,4645,5,0,4771
6月10日,中国,84639,79875,4645,3,0,4764
6月11日,中国,84642,79884,4645,3,0,4758
6月12日,中国,84653,79892,4645,11,0,4761
6月13日,中国,84661,79901,4645,8,0,4760
6月14日,中国,84673,79904,4645,12,0,4769
6月15日,中国,84730,79912,4645,57,0,4818
6月16日,中国,84784,79915,4645,54,0,4869
6月17日,中国,84824,79922,4645,40,0,4902
6月18日,中国,84876,79929,4645,52,0,4947
6月19日,中国,84905,79944,4645,29,0,4961
6月20日,中国,84944,79951,4645,39,0,4993
6月21日,中国,84972,79966,4646,28,1,5006
6月22日,中国,85001,79970,4646,29,0,5031
6月23日,中国,0,0,0,0,0,0
6月24日,中国,0,0,0,0,0,0
6月25日,中国,0,0,0,0,0,0
6月26日,中国,0,0,0,0,0,0
6月27日,中国,,,,,,
6月28日,中国,,,,,,
6月29日,中国,,,,,,
6月30日,中国,,,,,,
2月1日,伊朗,0,,0,0,0,0
2月2日,伊朗,0,,0,0,0,0
2月3日,伊朗,0,,0,0,0,0
2月4日,伊朗,0,,0,0,0,0
2月5日,伊朗,0,,0,0,0,0
2月6日,伊朗,0,,0,0,0,0
2月7日,伊朗,0,,0,0,0,0
2月8日,伊朗,0,,0,0,0,0
2月9日,伊朗,0,,0,0,0,0
2月10日,伊朗,0,,0,0,0,0
2月11日,伊朗,0,,0,0,0,0
2月12日,伊朗,0,,0,0,0,0
2月13日,伊朗,0,,0,0,0,0
2月14日,伊朗,0,,0,0,0,0
2月15日,伊朗,0,,0,0,0,0
2月16日,伊朗,0,,0,0,0,0
2月17日,伊朗,0,,0,0,0,0
2月18日,伊朗,0,,0,0,0,0
2月19日,伊朗,0,,0,0,0,0
2月20日,伊朗,2,,2,2,2,2
2月21日,伊朗,5,,2,3,0,5
2月22日,伊朗,18,,4,13,2,18
2月23日,伊朗,28,,5,10,1,28
2月24日,伊朗,43,,8,15,3,43
2月25日,伊朗,61,,12,18,4,61
2月26日,伊朗,95,,15,34,3,95
2月27日,伊朗,141,,22,46,7,141
2月28日,伊朗,245,,26,104,4,245
2月29日,伊朗,388,,34,143,8,388
3月1日,伊朗,593,,43,205,9,593
3月2日,伊朗,978,,54,385,11,978
3月3日,伊朗,1501,,66,523,12,1501
3月4日,伊朗,2336,,77,835,11,2336
3月5日,伊朗,2922,,92,586,15,2922
3月6日,伊朗,3513,,107,591,15,3513
3月7日,伊朗,4747,913,124,1234,17,3834
3月8日,伊朗,5823,1669,145,1076,21,4154
3月9日,伊朗,6566,2134,194,743,49,4432
3月10日,伊朗,7161,2394,237,595,43,4767
3月11日,伊朗,8042,2731,291,881,54,5311
3月12日,伊朗,9000,2959,354,958,63,6041
3月13日,伊朗,10075,3276,429,1075,75,6799
3月14日,伊朗,11364,3529,514,1289,85,7835
3月15日,伊朗,12729,4339,611,1365,97,8390
3月16日,伊朗,13938,4590,724,1209,113,9348
3月17日,伊朗,14991,4590,853,1053,129,10401
3月18日,伊朗,16169,5389,988,1178,135,10780
3月19日,伊朗,17361,5710,1135,1192,147,11651
3月20日,伊朗,18407,5979,1284,1046,149,12428
3月21日,伊朗,19644,7635,1556,1237,272,12009
3月22日,伊朗,20610,7635,1556,966,0,12975
3月23日,伊朗,21638,7635,1685,1028,129,14003
3月24日,伊朗,23049,8376,1812,1411,127,14673
3月25日,伊朗,24811,8913,1934,1762,122,15898
3月26日,伊朗,27017,9625,2077,2206,143,17392
3月27日,伊朗,29406,10457,2234,2389,157,18949
3月28日,伊朗,32332,11133,2378,2926,144,21199
3月29日,伊朗,35408,11679,2517,3076,139,23729
3月30日,伊朗,38309,12391,2640,2901,123,25918
3月31日,伊朗,41495,13911,2757,3186,117,27584
4月1日,伊朗,44605,14656,2898,3110,141,29949
4月2日,伊朗,47593,15473,3036,2988,138,32120
4月3日,伊朗,50468,16711,3160,2875,124,33757
4月4日,伊朗,53183,17935,3294,2715,134,35248
4月5日,伊朗,55743,19736,3452,2560,158,36007
4月6日,伊朗,58226,19736,3603,2483,151,38490
4月7日,伊朗,60500,24236,3739,2274,136,36264
4月8日,伊朗,62589,27039,3872,2089,133,35550
4月9日,伊朗,64586,29812,3993,1997,121,34774
4月10日,伊朗,66220,32309,4110,1634,117,33911
4月11日,伊朗,68192,35465,4232,1972,122,32727
4月12日,伊朗,70029,41947,4357,1837,125,28082
4月13日,伊朗,71686,43894,4474,1657,117,27792
4月14日,伊朗,73303,45983,4585,1617,111,27320
4月15日,伊朗,74877,48129,4683,1574,98,26748
4月16日,伊朗,76389,49933,4777,1512,94,26456
4月17日,伊朗,77995,52229,4869,1606,92,25766
4月18日,伊朗,79494,54064,4958,1499,89,25430
4月19日,伊朗,80868,55987,5031,1374,73,24881
4月20日,伊朗,82211,57023,5118,1343,87,25188
4月21日,伊朗,83505,59273,5209,1294,91,24232
4月22日,伊朗,84802,60965,5297,1297,88,23837
4月23日,伊朗,85996,63113,5391,1194,94,22883
4月24日,伊朗,87026,64843,5481,1030,90,22183
4月25日,伊朗,88194,66599,5574,1168,93,21595
4月26日,伊朗,89328,68193,5650,1134,76,21135
4月27日,伊朗,90481,69657,5710,1153,60,20824
4月28日,伊朗,91472,70933,5806,991,96,20539
4月29日,伊朗,92584,72439,5877,1112,71,20145
4月30日,伊朗,93657,73791,5957,1073,80,19866
5月1日,伊朗,94640,75103,6028,983,71,19537
5月2日,伊朗,95646,76318,6091,1006,63,19328
5月3日,伊朗,96448,77350,6156,802,65,19098
5月4日,伊朗,97424,78422,6203,976,47,19002
5月5日,伊朗,98647,79379,6277,1223,74,19268
5月6日,伊朗,99970,80475,6340,1323,63,19495
5月7日,伊朗,101650,81587,6418,1680,78,20063
5月8日,伊朗,103135,82744,6486,1485,68,20391
5月9日,伊朗,104691,83837,6541,1556,55,20854
5月10日,伊朗,106220,85064,6589,1529,48,21156
5月11日,伊朗,107602,86143,6640,1383,51,21459
5月12日,伊朗,109286,87422,6685,1683,45,21864
5月13日,伊朗,110767,88357,6733,1481,48,22410
